none,40.000000,60.000000,
none,39.878017,60.121983,
none,39.644083,60.355917,
none,39.655638,60.344362,
none,39.683412,60.316588,
none,39.702242,60.297758,
none,39.474655,60.525345,
none,39.561123,60.438877,
none,39.607562,60.392438,
none,39.345240,60.654760,
none,39.310975,60.689025,
none,39.308231,60.691769,
none,39.573653,60.426347,
none,39.496735,60.503265,
none,39.343149,60.656851,
none,39.217488,60.782512,
none,39.184694,60.815306,
none,39.138738,60.861262,
none,39.167698,60.832302,
none,39.056231,60.943769,
none,39.409514,60.590486,
none,39.146524,60.853476,
none,39.172047,60.827953,
none,39.191436,60.808564,
none,38.989611,61.010389,
none,38.974608,61.025392,
none,38.760974,61.239026,
none,38.756020,61.243980,
none,38.733305,61.266695,
none,38.742475,61.257525,
none,38.968157,61.031843,
none,38.841916,61.158084,
none,38.770142,61.229858,
none,38.594959,61.405041,
none,38.569360,61.430640,
none,38.426358,61.573642,
none,38.407294,61.592706,
none,38.494997,61.505003,
none,38.722395,61.277605,
none,38.975778,61.024222,
none,38.703936,61.296064,
none,38.654979,61.345021,
none,38.793684,61.206316,
none,38.485561,61.514439,
none,38.338223,61.661777,
none,38.303161,61.696839,
none,38.306071,61.693929,
none,38.376622,61.623378,
none,38.585189,61.414811,
none,38.446850,61.553150,
none,38.789848,61.210152,
none,38.930395,61.069605,
none,38.997009,61.002991,
none,38.798499,61.201501,
none,38.776066,61.223934,
none,38.893206,61.106794,
none,38.698971,61.301029,
none,38.561518,61.438482,
none,38.456993,61.543007,
none,38.324029,61.675971,
none,38.327807,61.672193,
none,38.788027,61.211973,
none,38.592095,61.407905,
none,38.113592,61.886408,
none,38.078584,61.921416,
none,38.187629,61.812371,
none,38.161249,61.838751,
none,38.245782,61.754218,
none,38.130378,61.869622,
none,38.487739,61.512261,
none,38.365979,61.634021,
none,38.849656,61.150344,
none,38.761233,61.238767,
none,39.415882,60.584118,
none,39.778752,60.221248,
none,39.511671,60.488329,
none,39.864075,60.135925,
none,39.678156,60.321844,
none,39.610154,60.389846,
none,40.335530,59.664470,
none,39.694768,60.305232,
none,39.543773,60.456227,
none,39.141369,60.858631,
none,39.910815,60.089185,
none,39.856444,60.143556,
none,39.886762,60.113238,
none,40.383077,59.616923,
none,40.717046,59.282954,
none,40.634577,59.365423,
